# Community catalog for Cursors: cursor sets on rw-designer.com, most downloaded first.
# Generated by tools/update-catalog.ps1 on 2026-09-15 from 11552 sets. It lists names and links only;
# the app downloads a set from rw-designer.com when it is clicked. Each set is licensed by its author, as shown on its page.
slug	name	author	downloads	license	cursors	roles	animated	toprated	arrow	link	text	busy
win-7-infernal-purple-blue-edit	Windows 7 Infernal Purple-Blue Edit	🖱Cursor Mania🖱	193	Custom (contact author)	16	13	2	0	224666	224670		224667
dami-n-pack	Damián Citric Orange	🖱Cursor Mania🖱	192	Custom (contact author)	15	15	2	1	186760	186764	186771	186761
deoxy-is-made-by-nintendo-and-ga	deosy mini pack	el EÑE ☻☺☻	192	Release to Public Domain	4	0	4	1	180712			
flames-multi-color	Flames Multi Color	Mr X	192	Release to Public Domain	15	15	15	0	70996	70995	71738	70979
haru-shirokane	Haru Shirokane	Remileth	192	NonCommercial Usage Only (CC nc)	17	17	10	1	231836	231833	231839	231827
newcursor2018-p	NewCursor2018 :p	XxLuisMasterBRxX	192	Release to Public Domain	8	1	6	0	109919			
oxygen-navy	Oxygen Purple	🖱Cursor Mania🖱	192	Custom (contact author)	15	6	2	0	196469	196462	196468	
steel-cat-cursoremade	Steel Cat CursoRemade	Crazed	192	Release to Public Domain	3	0	3	1	149627			
aero-white	Aero White	Walter White	191	Release to Public Domain	17	16	3	0	236402	236399	236404	236393
bts-jimin-who-era	BTS Jimin (WHO era)	thejamlessone	191	NonCommercial Usage Only (CC nc)	15	15	9	0	225107	225098	225103	225095
femt	Femtanyl	Doolst78	191	Release to Public Domain	15	10	2	1	252588	252589	252591	252801
mb-eye-of-the-damned	MB-Eye Of The Damned	🖱Cursor Mania🖱	191	Custom (contact author)	15	13	15	0	212762	212764	212767	
nebula	Nebula	Mr X	191	Release to Public Domain	15	15	15	1	74861	74854	74859	74869
pre	pre	David	191	Custom (contact author)	8	0	1	1	136260			
red-transparency	Red Transparency	🖱Cursor Mania🖱	191	Custom (contact author)	15	15	2	0	203377	203375	203379	203369
standard	Standard Set	rev3626	191	Attribution Required (CC by)	5	5	2	0	142140			142143
traffic-light	Traffic Light	LogoFun13	191	Attribution Required (CC by)	15	15	15	1	160210	160224	160215	160213
windows-7-pink	Windows 7 pink	🖱Cursor Mania🖱	191	Custom (contact author)	16	14	2	1	194665	194669	194676	200336
yje	Yje	mamamutt	191	Release to Public Domain	3	0	1	1	96779			
ancient-evil	ANCIENT EVIL	THTH	190	Release to Public Domain	13	3	0	0	250157	250160		
audinos	Misc Audinos	cockyroaches	190	NonCommercial Usage Only (CC nc)	3	1	0	1	205159			
full-colored-evo-7-blue	Windows 7 Evo OS Full Blue Edit	🖱Cursor Mania🖱	190	Custom (contact author)	15	14	2	0	221225	221229	221235	221226
orange-style	Orange style	🖱Cursor Mania🖱	190	Custom (contact author)	15	11	15	1	194791	194795	194797	
revamped-black-n-red	Revamped Black And Red	Kris	190	Release to Public Domain	17	17	2	1	168504	168518	168509	168507
robot	Robot	Mr X	190	Release to Public Domain	17	15	17	1	74402	74404	74413	74410
setas-simples-simple-arrow-2	setas simples / simple arrow 2	Vickvvy	190	Release to Public Domain	10	3	1	0	90958			90957
ukraine-1	Ukraine!	spykoz	190	Release to Public Domain	3	3	0	1	175893		175896	175894
armes	ARMES	bouderbabari	189	Release to Public Domain	4	1	4	0	19885			
empire-dawn-of-the-modern-world	EMPIRE DAWN OF THE MODERN WORLD	THTH	189	Release to Public Domain	31	3	0	0	240590	240589	240591	
evil-gnomes-band	Evil Gnomes band	Xscorihz	189	Release to Public Domain	17	17	10	1	254633	254630	254636	254624
litesaver-pack-from-starwars	litesaver pack from starwars	Happy face maker	189	Release to Public Domain	3	1	0	0	28447			
luxus-gold-hi-dpi	Luxus Gold Hi-DPI	🖱Cursor Mania🖱	189	Custom (contact author)	17	17	2	1	231694	231691	231697	231685
nb-purpl-ne-glass-transparent	NB Purple Neon Glass Transparent	🖱Cursor Mania🖱	189	Custom (contact author)	15	12	2	1	223664	223669		223665
night	Night	inactive account	189	Release to Public Domain	4	4	4	0	152821	152824		
random-24	Random Set	rev3626	189	Release to Public Domain	5	1	1	0	141979			
tinyinverse	tinyInverse	4qts	189	Release to Public Domain	15	15	2	0	128188	128186	128191	128180
windows-7-evo-os-medium-blue-	Windows 7 Evo OS Medium Blue Edit	🖱Cursor Mania🖱	189	Custom (contact author)	15	14	2	0	221571	221575	221581	221572
alienware-eclipse-blue-edit	Alienware Eclipse Blue Edit	🖱Cursor Mania🖱	188	For Evaluation Purposes Only	16	13	14	0	223316	223319	223322	
cake-os-light	Cake OS Light	🖱Cursor Mania🖱	188	Custom (contact author)	15	15	2	0	202940	202938	202942	202932
color-text-ember-moon	Color Text	snickerdoodle	188	Attribution+NonCommercial (CC by-nc)	13	1	0	1	131411			
disco-pointers	disco pointers	Gapy Dežman	188	Release to Public Domain	3	3	3	0	160419	160420		
etg-bullet-kin	Enter the Gungeon selection Bullet Kin	gpapid	188	Release to Public Domain	4	2	2	0	149191			149192
file-fishy	Runescape Party Package	Nintendo	188	Release to Public Domain	6	1	0	0	35475			
office	office	The Male Boss	188	Release to Public Domain	7	1	0	0	77945			
pelo	SR PELO	BAZZI	188	Release to Public Domain	5	0	2	1	170380			
rocket-madness	Rocket Madness	Superfunnelcloud	188	Release to Public Domain	5	5	5	0	48443		48528	48539
sopacomputercursors	Sopa Computer	rickandress	188	Release to Public Domain	15	15	0	0	98719	98733	98724	98722
trap-life-541-akruh	trap life 541 akruh	Slimwadey4	188	Release to Public Domain	3	1	0	0	89424			
yougotacursorinsideme	Friend Inside Me	Friend Inside Me	188	NonCommercial Usage Only (CC nc)	16	9	1	0	257061		257065	257062
age-of-decadence	AGE OF DECADENCE	THTH	187	Release to Public Domain	16	3	0	0	242637		242638	242639
color-z-x	COLOR Z	bouderbabari	187	Release to Public Domain	17	6	17	0	20391	20396		20390
dark-green-streetlight	Dark Green Streetlight	🖱Cursor Mania🖱	187	Custom (contact author)	20	15	4	1	195200	195198	195202	195187
go-forth-and-crosshairs-damnit-	go forth and crosshairs damnit lol	mere-free-cursors-lol	187	Custom (contact author)	4	1	3	0	26330			
green-5	Green	ARGs	187	Release to Public Domain	17	17	2	1	146102	146115	146107	146105
hinterland	HINTERLAND	THTH	187	Release to Public Domain	13	4	0	0	239886	239885		
la-rams	LA Rams	JManGames	187	Release to Public Domain	8	8	0	0	110673	110676	110678	110674
mcnustard-s-ornate-mkiii	McNustard's Ornate MKIII	McPetey McNustard	187	Release to Public Domain	13	13	13	0	202114	202118	202119	202115
red-black-shard-tailles	Red Black Shard Tailles	🖱Cursor Mania🖱	187	Custom (contact author)	18	15	3	0	219589	219586	219592	219580
windows-xp-3d-green	Windows XP 3D Green Edit	🖱Cursor Mania🖱	187	Custom (contact author)	16	9	2	1	219307	219306	219303	
aeroesque	Aero-Esque	ILoveDogs5335	186	Release to Public Domain	33	17	0	1	250487	250561	251628	250489
all-interminable-rooms	All Interminable Rooms Entities	Seagull of Wildlife Bird	186	Release to Public Domain	75	13	75	0	204477	204479	204483	204473
metro-x3-light-violet	Metro X3 Light Violet	🖱Cursor Mania🖱	186	Custom (contact author)	15	13	15	0	200026	200031	200027	200028
pi-symbol	Pi Symbol	propertyinternational	186	Release to Public Domain	3	2	0	0	86088	86087		
red-flow	Red Flow	CobraVids	186	Release to Public Domain	15	14	11	1	96855	96853	96857	96847
super-long-tail	Super Long Tail	Xsty4843	186	Release to Public Domain	18	16	2	0	209974	209983	209979	209978
windows-7-portal-blue-green	Windows 7 Portal Blue-Green Gradient Special Edit	🖱Cursor Mania🖱	186	Custom (contact author)	18	16	2	1	232486	232490	232499	232487
animated-3d-red-link-select-pack	animated 3d red link select pack	Jonathan Ringel	185	Release to Public Domain	3	1	3	0	113627	113627		
bluecurve	Bluecurve	🖱Cursor Mania🖱	185	Custom (contact author)	15	15	2	0	195141	195139	195143	195133
complete-stuff	Complete custom stuff	thebronycursor	185	Release to Public Domain	15	9	5	0	66396	66390	66398	
cookie-clicker-3	cookie clicker	SeppnDeppn	185	Release to Public Domain	5	5	2	1	213057	213130	213285	213230
deadmau5-1	mau5head	nibbler	185	Attribution+NonCommercial (CC by-nc)	113	16	14	1	256317	256319	256325	256313
explosions	explosions	inlombardi_	185	Release to Public Domain	13	10	13	0	168679	168682		
green-3d-pack	Green 3d pack	LieDie	185	Release to Public Domain	17	10	7	1	190632	190645	190636	190634
jordan-5	Jordan 5	SneakerHead	185	Release to Public Domain	10	10	2	0	204585	204580	204583	204578
kawaii-ball-ember-moon	Kawaii Ball Faces	snickerdoodle	185	Attribution+NonCommercial (CC by-nc)	18	0	0	1	132673			
material-dark-ut	material-dark-ut	4qts	185	Release to Public Domain	17	17	2	0	133554	133550	133555	133543
matt	Matt	mnovelli2	185	Release to Public Domain	3	1	0	0	26686			
nerdy	Nerdy	moodie	185	Release to Public Domain	6	1	3	1	92718			
pack-emerald	Pack Emerald	✧ • Skyler • ✧	185	Release to Public Domain	17	15	4	1	169926	169924		169919
red-dead-redemption-2-rdr2	Red Dead Redemption 2 - RDR2	ShVffl3R	185	Release to Public Domain	11	11	0	0	242925	242956	242930	242921
wing-beacon	Wing Beacon	Bobcat	185	Release to Public Domain	17	17	11	1	151207	151204	151195	151192
cold-pink	Cold Pink	RIDDLER	184	Custom (contact author)	15	15	7	0	215385	215400	215390	215388
dark-stone	Dark Stone	THTH	184	Release to Public Domain	7	3	0	0	234492	234491		
evil-1	evil	georgethehacker	184	Release to Public Domain	16	16	0	0	151313	151321		151314
food-2	breakfeast break	littlelego	184	Release to Public Domain	4	4	0	0	99324			99325
griffin-s-custom-icons	Griffin's Custom	Griffin	184	Release to Public Domain	3	3	0	0	116214			
kaori-osaka	Kaori Osaka	ArtIgoreshn	184	NonCommercial Usage Only (CC nc)	23	15	17	1	254428	254425	254430	254418
metroid-reticle-shaded-full	Metroid reticle shaded (full)	DrRobotnik Metroid	184	Release to Public Domain	16	16	15	0	201518		201529	201521
metro-x3-light-teal	Metro X3 Light Teal	🖱Cursor Mania🖱	184	Custom (contact author)	15	13	15	0	200011	200016	200012	200013
purple-guy-pack	Purple Guy pack	FNAF_Fan_Grl	184	Release to Public Domain	3	2	0	0	234178			
red-5	red	The Male Boss	184	Release to Public Domain	15	15	2	0	71550	71546	71556	71548
stick-man	Stickman	Peltlas	184	Release to Public Domain	5	5	3	0	186932	186933		186936
the-rad-x	The Red X	PogChamp69	184	NonCommercial Usage Only (CC nc)	15	15	0	1	63737	63806	63780	63741
win-7-infernal-cyan-edit	Windows 7 Infernal Cyan Edit	🖱Cursor Mania🖱	184	Custom (contact author)	16	13	2	0	224443	224447		224444
windows-8-tailless-classic	Windows 8 Tailless Classic	🖱Cursor Mania🖱	184	Custom (contact author)	18	14	2	0	244748	244747		244746
windows-caillou-edition	Windows Caillou Edition	Aqua Tikki	184	Release to Public Domain	3	3	0	0	169192	169194		
zephyr	Zephyr	RIDDLER	184	Release to Public Domain	15	15	15	1	127688	127702	127693	127691
blackwatch	Blackwatch	🖱Cursor Mania🖱	183	Custom (contact author)	17	13	2	0	195294	195296	195301	195289
facebook	FACEBOOK	THTH	183	Release to Public Domain	12	11	2	1	205179	205183	205182	205181
handrawn-animals	handrawn animals	Bob the builder	183	Release to Public Domain	6	1	0	0	108463	108463		
minecraft-general	Minecraft General	Dlpan43	183	Release to Public Domain	3	1	0	0	135998			
music-notes	Music notes	𝔅𝔩𝔬𝔰𝔰𝔬𝔪🌸	183	Release to Public Domain	25	0	0	0	240758			
planescape-torment	Planescape: Torment	THTH	183	Release to Public Domain	35	0	25	1	235438			
roblox-green-ed	Roblox Green Edit	🖱Cursor Mania🖱	183	Custom (contact author)	18	17	2	0	221800	221797	221803	221790
series-7-cool	series 7 cool	The Male Boss	183	Custom (contact author)	6	1	0	0	70726			
vannila-cream-demo	Vannila cream demo	Nightfury	183	Release to Public Domain	4	4	2	0	160704	160701		160702
zekerwetenyael-3	mixed things	zekerwetenyael	183	Release to Public Domain	3	0	0	0	42190			
amiga-wb2-classic-hd	Amiga WB2 Classic HD	RIDDLER	182	Custom (contact author)	16	14	2	0	213642	213657	213647	213645
anonimus-hacker-revenge-2	Anonimus Hacker revenge 2	fabiojava	182	Release to Public Domain	3	2	0	0	103793		103794	
baller	ball and pointer	baca	182	Release to Public Domain	27	15	15	1	184049	184063	184054	184052
basic-4	Basic	Paw	182	Release to Public Domain	3	3	1	0	230613	230614		230615
file-ile	Runescape Halloween Package	Nintendo	182	Release to Public Domain	4	2	1	0	35472			
garfield-bt1k6	Garfield Edit	BooTeresa1006	182	Custom (contact author)	15	15	2	1	235473	235487	235478	235476
gearboxes	Gearbox	pointypointer	182	Release to Public Domain	15	15	15	0	52881	52890	52897	52883
green-curve-bubble	Green Curve Bubble	RIDDLER	182	Custom (contact author)	17	17	0	1	219447	219461	219452	219450
kheel-v0-0-1	Kheel v0.0.1	SYNTHCRѺ	182	Attribution+NonCommercial (CC by-nc)	3	3	2	1	223882			223883
ligth-sword-of-the-grave	ligth sword of the grave	sw0rd maker	182	Release to Public Domain	4	2	4	0	122512			
megaman-no-helmet	Archived Mega Man	nibbler	182	Release to Public Domain	7	7	7	0	81267		81650	81270
name-1	Name	Vlazteron	182	Attribution Required (CC by)	4	0	0	1	130211			
nb-pink-neon-glass-transparent	NB Pink Neon Glass Transparent	🖱Cursor Mania🖱	182	Custom (contact author)	15	12	2	1	223590	223595		223591
simple-black-and-grey	Simple Black and Grey	BB21	182	Attribution Required (CC by)	15	15	2	0	73498	73496	73500	73490
vapor-pastel	Vaporized Pastel	ClairvoyantOS	182	Attribution+NonCommercial (CC by-nc)	3	3	1	0	153204			
worms-world-party	Worms World Party	THTH	182	Release to Public Domain	17	10	4	1	231190	231199	231203	
alfyk-d-red	AlFyK D-RED	RIDDLER	181	Custom (contact author)	15	15	5	0	214657	214671	214662	214660
chef	Chef	Shiminok	181	Release to Public Domain	15	15	15	1	117761	117759	117763	117753
fdsgsrt	ㄴㅇㄹㅇㅎ	tiffht	181	Release to Public Domain	3	0	1	0	137631			
fire-emblem-awakening-items	Fire Emblem Awakening Items	Akaras	181	Release to Public Domain	15	15	15	1	239478	239473	239474	239470
flippin	Flipping Tiles	that guy	181	Release to Public Domain	15	15	15	0	82181	82195	82186	82184
hello1	???	Hello xd	181	Free Art (copyleft)	3	1	0	1	117125			
lipstick	Lipstick	RIDDLER	181	Custom (contact author)	6	1	6	1	215479			
sphere-3	SPHERE 3	THTH	181	Release to Public Domain	11	3	1	0	243629	243630		243628
volkswagon	Volkswagon Pack	Fireguns	181	Release to Public Domain	3	1	2	0	23572			
bbarrow	Big Blue Arrow	darix555	180	Release to Public Domain	10	0	2	0	151713			
breeze-obsidian-blue-edit	Breeze Obsidian Blue Edit	🖱Cursor Mania🖱	180	Custom (contact author)	15	14	2	0	220188	220186	220194	
croshair-gunsites-green-dot	aim above sights	7fourty7D	180	Attribution Required (CC by)	5	5	4	0	115311	115313		115314
demons-afl	Melbourne Demons AFL	JManGames	180	Release to Public Domain	7	7	0	0	110727	110730	110731	110728
follypointers	Folly Themed Pointer Pack	folly	180	Release to Public Domain	16	16	0	0	257683	257691	257696	
metro-x3-bold-amber	Metro X3 Bold Amber	🖱Cursor Mania🖱	180	Custom (contact author)	15	13	15	0	199291	199296	199292	199293
metro-x3-bold-red	Metro X3 Bold Red	🖱Cursor Mania🖱	180	Custom (contact author)	15	13	15	0	199517	199522	199518	199519
mysticautumn	Mystic Autumn	Heureux	180	NonCommercial Usage Only (CC nc)	3	3	3	1	182569			182571
tago	PackHG [1.0]	tago	180	Release to Public Domain	3	1	0	0	178807			
the-things-of-cheesepuff	The Things Of Cheesepuff	cheesepuff	180	NonCommercial Usage Only (CC nc)	3	0	0	1	61971			
tinywin10-bt1k6	Tiny Windows 10	BooTeresa1006	180	Release to Public Domain	17	17	0	0	236049	236053	236064	236050
tropic-mac	INGORE	ᘻᗩᑢᒪᓍᐺᘿᖇ	180	Release to Public Domain	3	3	0	0	152310	152309	153429	
windows-7-black-infernal	Windows 7 Black Infernal Light Teal Edit	🖱Cursor Mania🖱	180	Custom (contact author)	15	13	2	0	230006	230011	230017	230007
yo-kuronaka	Yo Kuronaka	Remileth	180	NonCommercial Usage Only (CC nc)	17	17	10	1	229656	229670	229661	229659
zupper	Zupper	TheUser10	180	Free Art (copyleft)	14	14	0	1	208985	208998	208990	208988
android	android	The Male Boss	179	Custom (contact author)	10	0	0	0	63358			
blue-bang	Blue' Bang!	Mr. Hand	179	Release to Public Domain	16	10	0	0	196036	196037	196042	196040
loveletter	Love Letter	Animelove_1105	179	Attribution+NonCommercial (CC by-nc)	17	15	2	1	185963	185985	185976	185974
masterhand	MASTERHAND	THTH	179	Release to Public Domain	5	5	3	0	204335	204339	204338	204337
medieval-theme	Medieval Theme	epicbarbarian155	179	Release to Public Domain	15	15	4	1	99717	99731	99722	99720
read-commandos-bel-128px-32bit	READ!!! COMMANDOS BEL 128px 32bit	꧁​Ꮯʋꝛ̢ ⳽σ̴ꝛ̢⬩Ꮯⱺ︠͡ ɭȴٟᥱᥴ​ ︠Ꞇῗٟσ̴ᥰٟῗٟﬆ꧂	179	Custom (contact author)	19	10	16	1	224562	224577	224614	
sid-meier-s-civilization-iv	SID MEIER'S CIVILIZATION IV	THTH	179	Release to Public Domain	40	3	40	0	241307	241306		241308
weird-junkyard	Weird Junkyard	Dark_Samus	179	Release to Public Domain	23	2	20	1	148824			
win-7-black-infernal-light-orang	Windows 7 Black Infernal Light Orange Edit	🖱Cursor Mania🖱	179	Custom (contact author)	15	13	2	0	224949	224954	224960	224950
binary-enchanced-rose	Binary Enchanced - Rose	RIDDLER	178	Custom (contact author)	20	17	4	1	223423	223439	223430	223428
cave-story-gaudi	Gaudi Cave Story	Seto_Koiba	178	Release to Public Domain	15	15	15	1	69657	69653	69651	69660
cockatoo-inspired	Cockatoo Inspired	TyranicalRex	178	Release to Public Domain	17	15	7	1	114762	114763	114876	114873
dn3d-xcalyba	Hail to the King Baby (Duke Nukem 3D)	xcalyba	178	Release to Public Domain	9	7	6	0	148267	148265	148306	
fnf-arrows-1	Fnf Arrows	Nazz Artist	178	Release to Public Domain	5	5	5	0	157065	157197		157199
physik	Physik	SeppnDeppn	178	Release to Public Domain	8	7	8	0	212559	212557	212562	212556
seacows	Dugongs / Manatees / Sea Cows	JacK	178	Release to Public Domain	7	7	2	0	76376	76378		76377
homestuck	Homestuck	lunchbubbles	177	Release to Public Domain	17	1	0	1	102720			
jinx-from-arcane	Jinx	Miabnyuh	177	Release to Public Domain	17	17	6	0	245281	245278	245286	245273
knights-and-merchants	KNIGHTS AND MERCHANTS	THTH	177	Release to Public Domain	16	13	1	0	226055	226059	226058	226056
limbo-of-the-lost	LIMBO OF THE LOST	THTH	177	Release to Public Domain	24	3	17	1	241998		242020	241997
rainbow-hand-and-arrow	Rainbow Hand and Arrow	†_ujeumer_†	177	Release to Public Domain	16	2	0	0	244315	244316		
random-4	random	Pink Video Game Nerd	177	Release to Public Domain	3	0	1	0	62790			
teen-titans-1	Teen Titans	♩⊹⋆⚢☣Sotaru☣⚢⋆⊹♩	177	Release to Public Domain	5	0	0	1	219025			
the-jishs	The Jishs	MrColourEye	177	Free Art (copyleft)	13	13	0	0	97025	97022	97021	97024
abbie-mindwave	Abbie From Mindwave	somerandompansexual	176	Release to Public Domain	16	16	1	0	225278	225291	225282	
alexander-the-heroes-hour	ALEXANDER: THE HEROES HOUR	THTH	176	Release to Public Domain	41	3	0	0	244363	244365		
basicred	Basic Red	JdP	176	Release to Public Domain	6	3	1	0	50455	50489		
charm	Charm	indapni	176	Release to Public Domain	17	16	13	1	207608	207622	207613	
contre-jour	Contre Jour	LC	176	Release to Public Domain	15	14	1	0	47909	47907	47911	47901
demo	demo	7rixX*	176	Release to Public Domain	9	6	1	0	200956	200961		
for-school	For school	Nightcore7	176	Release to Public Domain	3	1	0	0	35774	35774		
france	france	The Male Boss	176	Release to Public Domain	5	3	2	0	80618			
pink-basic	Pink Basic	Minecraft2.0	176	Release to Public Domain	3	3	0	0	161763	161766		
